GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	ZFITTED_BASE	ZRESID_BASE	ensembl_gene_id	gene_symbol	mmusculus_homolog_ensembl_gene
25962	8	95400005	95665746	99	16	457824	4.5817	-0.001049	4.5828	ENSG00000164944	VIRMA	ENSMUSG00000040720
54845	8	95553364	95819694	109	20	457824	4.3638	-0.001049	4.3649	ENSG00000104413	ESRP1	ENSMUSG00000040728
286148	8	95632103	95906076	118	20	457824	3.5403	-0.001049	3.5413	ENSG00000156162	DPY19L4	ENSMUSG00000045205
55656	8	95735518	95992721	108	14	457824	-0.2476	-0.001049	-0.24655	ENSG00000164941	INTS8	ENSMUSG00000040738
9134	8	95792452	96009672	93	11	457824	-0.54201	-0.001049	-0.54096	ENSG00000175305	CCNE2	ENSMUSG00000028212
94241	8	95838200	96061615	100	12	457824	0.54139	-0.001049	0.54244	ENSG00000164938	TP53INP1	ENSMUSG00000028211
137682	8	95937209	96215685	140	30	457824	0.90239	-0.001049	0.90344	ENSG00000156170	NDUFAF6	ENSMUSG00000050323
79666	8	96045949	96268913	127	38	457824	-0.1798	-0.001049	-0.17875	ENSG00000175895	PLEKHF2	ENSMUSG00000049969
157657	8	96157141	96381707	136	42	457824	-0.18628	-0.001049	-0.18523	ENSG00000156172	C8orf37	ENSMUSG00000059482
392255	8	97054558	97273020	92	20	457824	-1.1944	-0.001049	-1.1934	ENSG00000156466	GDF6	ENSMUSG00000051279
7381	8	97138904	97347862	92	16	457824	1.4143	-0.001049	1.4154	ENSG00000156467	UQCRB	ENSMUSG00000021520
51001	8	97151645	97373796	115	19	457824	1.8184	-0.001049	1.8194	ENSG00000156469	MTERF3	ENSMUSG00000021519
9791	8	97174167	97446774	135	20	457824	1.9915	-0.001049	1.9925	ENSG00000156471	PTDSS1	ENSMUSG00000021518
6383	8	97405579	97724037	165	43	457824	1.3052	-0.001049	1.3063	ENSG00000169439	SDC2	ENSMUSG00000022261
10404	8	97557455	98255731	229	49	457824	0.64485	-0.001049	0.6459	ENSG00000104324	CPQ	ENSMUSG00000039007
85453	8	98185714	98390192	94	22	457824	-2.2489	-0.001049	-2.2479	ENSG00000180543	TSPYL5	ENSMUSG00000038984
92140	8	98556375	98842488	113	19	457824	-1.4693	-0.001049	-1.4682	ENSG00000147649	MTDH	ENSMUSG00000022255
55353	8	98687809	98964830	137	28	457824	-1.5681	-0.001049	-1.5671	ENSG00000104341	LAPTM4B	ENSMUSG00000022257
4147	8	98781284	99148948	213	45	457824	-2.9044	-0.001049	-2.9033	ENSG00000132561	MATN2	ENSMUSG00000022324
6156	8	98953938	99157818	122	28	457824	-3.2835	-0.001049	-3.2825	ENSG00000156482	RPL30	ENSMUSG00000058600
203111	8	98976750	99205838	136	35	457824	-3.2788	-0.001049	-3.2778	ENSG00000177459	ERICH5	ENSMUSG00000044726
10247	8	99014567	99229418	116	34	457824	-2.937	-0.001049	-2.9359	ENSG00000132541	RIDA	ENSMUSG00000022323
10940	8	99029521	99272069	128	38	457824	-3.2068	-0.001049	-3.2058	ENSG00000104356	POP1	ENSMUSG00000022325
79815	8	99102054	99407444	161	43	457824	-2.9956	-0.001049	-2.9946	ENSG00000104361	NIPAL2	ENSMUSG00000038879
3788	8	99339250	99543025	94	19	457824	-1.5003	-0.001049	-1.4993	ENSG00000156486	KCNS2	ENSMUSG00000050963
6788	8	99366859	100054799	179	22	457824	-2.5364	-0.001049	-2.5353	ENSG00000104375	STK3	ENSMUSG00000022329
116039	8	99856631	100064338	37	7	457824	-2.4659	-0.001049	-2.4648	ENSG00000164920	OSR2	ENSMUSG00000022330
157680	8	99925299	100990447	337	14	457824	-2.7056	-0.001049	-2.7045	ENSG00000132549	VPS13B	ENSMUSG00000037646
1345	8	100790223	101006242	52	8	457824	-0.12375	-0.001049	-0.1227	ENSG00000164919	COX6C	ENSMUSG00000014313
26166	8	100873164	101218344	100	15	457824	-0.32729	-0.001049	-0.32624	ENSG00000132554	RGS22	ENSMUSG00000037627
286151	8	101045588	101258099	75	9	457824	-0.55989	-0.001049	-0.55884	ENSG00000156509	FBXO43	ENSMUSG00000048230
5440	8	101062839	101266230	70	9	457824	-0.56579	-0.001049	-0.56474	ENSG00000147669	POLR2K	ENSMUSG00000045996
6674	8	101070263	101354132	94	11	457824	-0.69802	-0.001049	-0.69697	ENSG00000104450	SPAG1	ENSMUSG00000037617
25897	8	101169285	101448446	110	17	457824	-1.5631	-0.001049	-1.5621	ENSG00000034677	RNF19A	ENSMUSG00000022280
157567	8	101421980	101672014	123	34	457824	-3.0157	-0.001049	-3.0146	ENSG00000186106	ANKRD46	ENSMUSG00000048307
169166	8	101485110	101761893	125	34	457824	-1.6394	-0.001049	-1.6384	ENSG00000174226	SNX31	ENSMUSG00000013611
26986	8	101615144	101834969	106	26	457824	-0.10286	-0.001049	-0.10181	ENSG00000070756	PABPC1	NA
7534	8	101830804	102065717	94	25	457824	3.1248	-0.001049	3.1258	ENSG00000164924	YWHAZ	ENSMUSG00000022285
51123	8	102109266	102318292	111	27	457824	-1.6199	-0.001049	-1.6189	ENSG00000120963	ZNF706	ENSMUSG00000062397
79977	8	102404668	102781954	216	45	457824	-0.69043	-0.001049	-0.68938	ENSG00000083307	GRHL2	ENSMUSG00000022286
83988	8	102598770	103237135	337	57	457824	0.49481	-0.001049	0.49586	ENSG00000104490	NCALD	ENSMUSG00000051359
50484	8	103116729	103351346	109	27	457824	-1.6168	-0.001049	-1.6157	ENSG00000048392	RRM2B	ENSMUSG00000022292
51366	8	103164501	103524947	134	30	457824	-0.38133	-0.001049	-0.38029	ENSG00000104517	UBR5	ENSMUSG00000037487
4956	8	103463848	103673245	116	35	457824	0.83482	-0.001049	0.83586	ENSG00000155087	ODF1	ENSMUSG00000061923
7071	8	103561005	103768130	131	38	457824	0.14493	-0.001049	0.14598	ENSG00000155090	KLF10	ENSMUSG00000037465
101927245	8	103568635	103798156	128	39	457824	0.32126	-0.001049	0.32231	ENSG00000283959	AP002851.1	NA
51582	8	103738536	103976905	97	19	457824	-1.6997	-0.001049	-1.6987	ENSG00000155096	AZIN1	ENSMUSG00000037458
528	8	103933248	104185285	158	42	457824	-0.71439	-0.001049	-0.71334	ENSG00000155097	ATP6V1C1	ENSMUSG00000022295
79870	8	104052921	104342533	174	42	457824	0.62407	-0.001049	0.62512	ENSG00000164929	BAALC	ENSMUSG00000022296
8323	8	104210661	104445094	106	18	457824	1.5229	-0.001049	1.524	ENSG00000164930	FZD6	ENSMUSG00000022297
115908	8	104283743	104495233	98	16	457824	1.4059	-0.001049	1.407	ENSG00000164932	CTHRC1	ENSMUSG00000054196
81034	8	104310866	104527563	95	15	457824	1.4034	-0.001049	1.4045	ENSG00000164933	SLC25A32	ENSMUSG00000022299
25879	8	104326942	104555681	95	16	457824	1.4694	-0.001049	1.4704	ENSG00000164934	DCAF13	ENSMUSG00000022300
9699	8	104412426	105366656	314	29	457824	1.8496	-0.001049	1.8507	ENSG00000176406	RIMS2	ENSMUSG00000037386
81501	8	105252024	105468917	131	25	457824	2.9149	-0.001049	2.9159	ENSG00000164935	DCSTAMP	ENSMUSG00000022303
1807	8	105291652	105579281	135	28	457824	2.7454	-0.001049	2.7465	ENSG00000147647	DPYS	ENSMUSG00000022304
29967	8	105401459	105701252	88	18	457824	2.1723	-0.001049	2.1733	ENSG00000147650	LRP12	ENSMUSG00000022305
23414	8	106230917	106916767	293	56	457824	3.5716	-0.001049	3.5727	ENSG00000169946	ZFPM2	ENSMUSG00000022306
55074	8	107182406	107864922	321	44	457824	-2.2699	-0.001049	-2.2688	ENSG00000164830	OXR1	ENSMUSG00000022307
137735	8	107671711	107882472	95	18	457824	-2.3519	-0.001049	-2.3509	ENSG00000174429	ABRA	ENSMUSG00000042895
284	8	108161710	108610254	210	44	457824	-2.4985	-0.001049	-2.4975	ENSG00000154188	ANGPT1	ENSMUSG00000022309
340419	8	108811544	109195913	155	24	457824	-0.59866	-0.001049	-0.59761	ENSG00000147655	RSPO2	ENSMUSG00000051920
3646	8	109113972	109360959	73	8	457824	-1.7076	-0.001049	-1.7066	ENSG00000104408	EIF3E	ENSMUSG00000022336
9694	8	109355853	109599136	84	7	457824	-0.12788	-0.001049	-0.12683	ENSG00000104412	EMC2	ENSMUSG00000022337
157753	8	109691165	109899770	77	12	457824	-2.303	-0.001049	-2.3019	ENSG00000164841	TMEM74	ENSMUSG00000054409
7201	8	109999653	110231813	89	12	457824	2.2587	-0.001049	2.2598	ENSG00000174417	TRHR	ENSMUSG00000038760
84955	8	110153148	110446486	90	9	457824	-0.10334	-0.001049	-0.10229	ENSG00000120526	NUDCD1	ENSMUSG00000038736
56943	8	110246552	110458189	65	8	457824	-0.78826	-0.001049	-0.78721	ENSG00000120533	ENY2	ENSMUSG00000022338
93035	8	110274706	110643500	135	16	457824	-1.2474	-0.001049	-1.2463	ENSG00000205038	PKHD1L1	ENSMUSG00000038725
9166	8	110451929	110678225	90	13	457824	-0.94811	-0.001049	-0.94706	ENSG00000147654	EBAG9	ENSMUSG00000022339
55638	8	110486405	110804020	124	19	457824	-1.2826	-0.001049	-1.2816	ENSG00000147642	SYBU	ENSMUSG00000022340
27012	8	110879233	111087963	58	15	457824	-0.84173	-0.001049	-0.84068	ENSG00000164794	KCNV1	ENSMUSG00000022342
114788	8	113135157	114549242	431	46	457824	0.15814	-0.001049	0.15919	ENSG00000164796	CSMD3	ENSMUSG00000022311
7227	8	116320724	116813299	131	17	457824	6.2086	-0.001049	6.2096	ENSG00000104447	TRPS1	ENSMUSG00000038679
8667	8	117557055	117868258	129	22	457824	1.184	-0.001049	1.1851	ENSG00000147677	EIF3H	ENSMUSG00000022312
84294	8	117678742	117892449	82	16	457824	1.7425	-0.001049	1.7435	ENSG00000147679	UTP23	ENSMUSG00000022313
5885	8	117758173	117987105	107	25	457824	0.59709	-0.001049	0.59814	ENSG00000164754	RAD21	ENSMUSG00000022314
441376	8	117850464	118056239	90	19	457824	-1.08	-0.001049	-1.079	ENSG00000205002	AARD	ENSMUSG00000068522
169026	8	117862512	118288953	197	44	457824	-0.27379	-0.001049	-0.27274	ENSG00000164756	SLC30A8	ENSMUSG00000022315
90390	8	118432532	118652510	73	18	457824	0.30151	-0.001049	0.30256	ENSG00000164758	MED30	ENSMUSG00000038622
2131	8	118711602	119224058	255	49	457824	4.4188	-0.001049	4.4198	ENSG00000182197	EXT1	ENSMUSG00000061731
401474	8	119101694	119734184	336	63	457824	0.40862	-0.001049	0.40966	ENSG00000177570	SAMD12	ENSMUSG00000058656
4982	8	119835796	120064383	137	19	457824	-1.2809	-0.001049	-1.2799	ENSG00000164761	TNFRSF11B	ENSMUSG00000063727
10584	8	119864527	120219207	210	31	457824	-1.2148	-0.001049	-1.2137	ENSG00000184374	COLEC10	ENSMUSG00000038591
114569	8	120120610	120357913	88	19	457824	-0.46254	-0.001049	-0.4615	ENSG00000147676	NA	ENSMUSG00000024479
4856	8	120328552	120536678	85	12	457824	-2.2864	-0.001049	-2.2854	ENSG00000136999	NOV	ENSMUSG00000037362
5168	8	120469317	120785644	130	24	457824	0.042244	-0.001049	0.043293	ENSG00000136960	ENPP2	ENSMUSG00000022425
6873	8	120643014	120945074	137	19	457824	1.6991	-0.001049	1.7002	ENSG00000064313	TAF2	ENSMUSG00000037343
79075	8	120746181	120968170	105	15	457824	1.4711	-0.001049	1.4722	ENSG00000136982	DSCC1	ENSMUSG00000022422
64798	8	120785900	121163157	177	25	457824	0.27893	-0.001049	0.27998	ENSG00000155792	DEPTOR	ENSMUSG00000022419
7373	8	121037347	121484273	185	34	457824	-1.373	-0.001049	-1.372	ENSG00000187955	COL14A1	ENSMUSG00000022371
28998	8	121308083	121557647	85	10	457824	-1.2588	-0.001049	-1.2578	ENSG00000172172	MRPL13	ENSMUSG00000022370
27085	8	121357638	121635875	102	15	457824	-1.1562	-0.001049	-1.1551	ENSG00000172167	MTBP	ENSMUSG00000022369
6641	8	121447985	121925599	199	42	457824	-1.7757	-0.001049	-1.7747	ENSG00000172164	SNTB1	ENSMUSG00000060429
3037	8	122524356	122753675	102	23	457824	-2.1269	-0.001049	-2.1258	ENSG00000170961	HAS2	ENSMUSG00000022367
22882	8	123692510	124086755	212	65	457824	2.4747	-0.001049	2.4758	ENSG00000178764	ZHX2	ENSMUSG00000071757
79139	8	123925404	124154663	136	38	457824	3.0452	-0.001049	3.0463	ENSG00000136986	DERL1	ENSMUSG00000022365
93594	8	123984920	124264393	154	30	457824	2.4758	-0.001049	2.4768	ENSG00000156787	TBC1D31	ENSMUSG00000022364
84985	8	124094752	124322318	96	15	457824	2.2475	-0.001049	2.2486	ENSG00000147689	FAM83A	ENSMUSG00000051225
84933	8	124132196	124353656	76	13	457824	2.103	-0.001049	2.1041	ENSG00000189376	C8orf76	NA
100533106	8	124138429	124386727	77	13	457824	1.8002	-0.001049	1.8012	ENSG00000259305	ZHX1-C8orf76	NA
11244	8	124160690	124387781	62	12	457824	0.67303	-0.001049	0.67407	ENSG00000165156	ZHX1	ENSMUSG00000022361
29028	8	124232090	124508705	71	15	457824	-2.1226	-0.001049	-2.1216	ENSG00000156802	ATAD2	ENSMUSG00000022360
55093	8	124328965	124554261	87	20	457824	-1.0751	-0.001049	-1.0741	ENSG00000156795	WDYHV1	ENSMUSG00000022359
114907	8	124410127	124653493	145	36	457824	-0.45544	-0.001049	-0.45439	ENSG00000156804	FBXO32	ENSMUSG00000022358
340359	8	124557743	124766041	159	43	457824	-0.35991	-0.001049	-0.35886	ENSG00000175946	KLHL38	ENSMUSG00000022357
312	8	124593034	124849647	172	47	457824	-0.96553	-0.001049	-0.96448	ENSG00000104537	ANXA13	ENSMUSG00000055114
157769	8	124680679	124927692	145	37	457824	-3.651	-0.001049	-3.65	ENSG00000176853	FAM91A1	ENSMUSG00000037119
654463	8	124764227	125232412	216	39	457824	-4.2178	-0.001049	-4.2167	ENSG00000214814	FER1L6	ENSMUSG00000037106
157378	8	125223159	125484940	114	23	457824	-3.3169	-0.001049	-3.3159	ENSG00000164983	TMEM65	ENSMUSG00000062373
55039	8	125363048	125565267	73	16	457824	-3.3682	-0.001049	-3.3672	ENSG00000183665	TRMT12	ENSMUSG00000037085
11236	8	125387008	125600859	112	23	457824	-3.9192	-0.001049	-3.9181	ENSG00000170881	RNF139	ENSMUSG00000037075
83940	8	125400735	125651329	133	28	457824	-3.1113	-0.001049	-3.1103	ENSG00000147687	TATDN1	ENSMUSG00000050891
4715	8	125451343	125680751	131	26	457824	-3.0178	-0.001049	-3.0167	ENSG00000147684	NDUFB9	ENSMUSG00000022354
9788	8	125463025	125840730	237	58	457824	-3.7354	-0.001049	-3.7343	ENSG00000170873	MTSS1	ENSMUSG00000022353
137209	8	125885539	126091631	111	24	457824	-1.5496	-0.001049	-1.5485	ENSG00000180938	ZNF572	NA
6713	8	125910720	126134525	106	21	457824	-1.4038	-0.001049	-1.4028	ENSG00000104549	SQLE	ENSMUSG00000022351
9897	8	125936502	126204061	117	21	457824	-1.1031	-0.001049	-1.102	ENSG00000164961	WASHC5	ENSMUSG00000022350
286053	8	126004083	126479367	176	37	457824	1.4354	-0.001049	1.4364	ENSG00000156831	NSMCE2	ENSMUSG00000059586
10221	8	126342563	126550647	101	27	457824	3.8764	-0.001049	3.8774	ENSG00000173334	TRIB1	ENSMUSG00000032501
157638	8	127464683	127670717	92	29	457824	1.5383	-0.001049	1.5393	ENSG00000168672	FAM84B	ENSMUSG00000072568
5462	8	128327131	128529455	125	33	457824	-3.2528	-0.001049	-3.2518	ENSG00000212993	POU5F1B	NA
4609	8	128648315	128853680	84	27	457824	0.0097389	-0.001049	0.010788	ENSG00000136997	MYC	ENSMUSG00000049086
56169	8	130660442	130899134	104	26	457824	1.5482	-0.001049	1.5493	ENSG00000147697	GSDMC	NA
51571	8	130751839	131128897	127	27	457824	-0.76598	-0.001049	-0.76494	ENSG00000153310	FAM49B	ENSMUSG00000022378
50807	8	130964350	131555906	259	27	457824	-1.058	-0.001049	-1.0569	ENSG00000153317	ASAP1	ENSMUSG00000022377
114	8	131692546	132153012	288	49	457824	-0.08031	-0.001049	-0.079261	ENSG00000155897	ADCY8	ENSMUSG00000022376
23167	8	132816356	133125889	167	33	457824	1.7187	-0.001049	1.7197	ENSG00000132294	EFR3A	ENSMUSG00000015002
729330	8	132936467	133171627	165	36	457824	0.99523	-0.001049	0.99628	ENSG00000253117	OC90	NA
10086	8	132973733	133217512	167	39	457824	1.2937	-0.001049	1.2947	ENSG00000132297	HHLA1	ENSMUSG00000072511
3786	8	133033105	133593004	380	79	457824	0.35719	-0.001049	0.35824	ENSG00000184156	KCNQ3	ENSMUSG00000056258
23639	8	133484201	133787863	157	31	457824	-3.3583	-0.001049	-3.3572	ENSG00000129295	LRRC6	ENSMUSG00000022375
137835	8	133622191	133872914	106	14	457824	-3.1119	-0.001049	-3.1108	ENSG00000165071	TMEM71	ENSMUSG00000036944
51105	8	133687604	133961052	146	16	457824	-3.7558	-0.001049	-3.7548	ENSG00000129292	PHF20L1	ENSMUSG00000072501
7038	8	133779149	134247146	326	47	457824	-1.6734	-0.001049	-1.6724	ENSG00000042832	TG	ENSMUSG00000053469
6503	8	133948973	134215604	219	37	457824	-1.2934	-0.001049	-1.2923	ENSG00000155926	SLA	ENSMUSG00000022372
8840	8	134103282	134343933	202	50	457824	-1.0367	-0.001049	-1.0356	ENSG00000104415	WISP1	ENSMUSG00000005124
10397	8	134149414	134409835	201	58	457824	-2.0967	-0.001049	-2.0956	ENSG00000104419	NDRG1	ENSMUSG00000005125
6482	8	134367091	134684697	265	67	457824	-0.99874	-0.001049	-0.99769	ENSG00000008513	ST3GAL1	ENSMUSG00000013846
57623	8	135390031	135825292	295	39	457824	0.73651	-0.001049	0.73755	ENSG00000066827	ZFAT	ENSMUSG00000022335
10656	8	136369702	136769068	170	28	457824	-0.070131	-0.001049	-0.069082	ENSG00000131773	KHDRBS3	ENSMUSG00000022332
51059	8	139042266	139609065	349	85	457824	-0.78338	-0.001049	-0.78233	ENSG00000147724	FAM135B	ENSMUSG00000036800
169044	8	139500478	140026236	336	75	457824	-2.6457	-0.001049	-2.6447	ENSG00000169436	COL22A1	ENSMUSG00000079022
51305	8	140513081	140815299	223	44	457824	-1.5204	-0.001049	-1.5194	ENSG00000169427	KCNK9	ENSMUSG00000036760
83696	8	140640324	141568678	488	108	457824	-0.68382	-0.001049	-0.68277	ENSG00000167632	TRAPPC9	ENSMUSG00000047921
54108	8	141421397	141627252	80	22	457824	-2.8143	-0.001049	-2.8132	ENSG00000104472	CHRAC1	ENSMUSG00000068391
27161	8	141441264	141745646	113	23	457824	-2.6064	-0.001049	-2.6054	ENSG00000123908	AGO2	ENSMUSG00000036698
5747	8	141568481	142111412	168	14	457824	-1.7422	-0.001049	-1.7411	ENSG00000169398	PTK2	ENSMUSG00000022607
22898	8	142038720	142305903	140	37	457824	-0.42468	-0.001049	-0.42363	ENSG00000105339	DENND3	ENSMUSG00000036661
57210	8	142117273	142410241	129	33	457824	0.59283	-0.001049	0.59388	ENSG00000022567	SLC45A4	ENSMUSG00000079020
2843	8	142266585	142477365	82	22	457824	0.19895	-0.001049	0.2	ENSG00000275181	NA	NA
11156	8	142302093	142542554	118	27	457824	-1.3113	-0.001049	-1.3103	ENSG00000275575	NA	NA
389690	8	142343929	142617330	155	37	457824	-1.02	-0.001049	-1.019	ENSG00000282181	NA	NA
203062	8	143193441	143584543	151	30	457824	3.4297	-0.001049	3.4307	ENSG00000171045	TSNARE1	NA
575	8	143445377	143726369	101	21	457824	1.142	-0.001049	1.1431	ENSG00000181790	ADGRB1	ENSMUSG00000034730
23237	8	143592405	143795833	97	16	457824	2.1425	-0.001049	2.1436	ENSG00000198576	ARC	ENSMUSG00000022602
8629	8	143638874	143851412	99	14	457824	1.7814	-0.001049	1.7825	ENSG00000234616	JRK	NA
8000	8	143651726	143864145	99	14	457824	1.7941	-0.001049	1.7952	ENSG00000167653	PSCA	ENSMUSG00000022598
54742	8	143681529	143885588	92	13	457824	1.7535	-0.001049	1.7546	ENSG00000160886	LY6K	ENSMUSG00000044678
51337	8	143708621	143918350	98	14	457824	1.5667	-0.001049	1.5678	ENSG00000130193	THEM6	ENSMUSG00000056665
57152	8	143722362	143923829	103	15	457824	1.542	-0.001049	1.5431	ENSG00000126233	SLURP1	ENSMUSG00000022596
137797	8	143731628	143933952	108	16	457824	1.4332	-0.001049	1.4343	ENSG00000197353	LYPD2	ENSMUSG00000022595
66004	8	143745756	143959640	119	16	457824	0.77759	-0.001049	0.77863	ENSG00000180155	NA	ENSMUSG00000075605
8581	8	143766298	143968008	102	14	457824	-0.44109	-0.001049	-0.44004	ENSG00000167656	LY6D	ENSMUSG00000034634
2765	8	143816217	144028262	111	13	457824	-1.5054	-0.001049	-1.5044	ENSG00000104499	GML	NA
1584	8	143853773	144061236	98	10	457824	-1.7556	-0.001049	-1.7546	ENSG00000160882	CYP11B1	NA
1585	8	143891975	144099259	98	9	457824	-1.6436	-0.001049	-1.6426	ENSG00000179142	CYP11B2	NA
4061	8	143999902	144203827	52	10	457824	-0.69335	-0.001049	-0.6923	ENSG00000160932	LY6E	ENSMUSG00000022587
286122	8	144020679	144235720	60	13	457824	-0.38453	-0.001049	-0.38348	ENSG00000278812	NA	NA
101928108	8	144062062	144264895	66	15	457824	0.36931	-0.001049	0.37036	ENSG00000282693	NA	NA
4062	8	144139331	144342053	78	21	457824	2.537	-0.001049	2.5381	ENSG00000274488	NA	NA
338328	8	144195068	144399044	80	17	457824	2.5827	-0.001049	2.5838	ENSG00000277494	GPIHBP1	NA
286128	8	144228991	144444875	88	16	457824	2.3033	-0.001049	2.3044	ENSG00000181638	ZFP41	NA
2738	8	144233524	144459101	92	16	457824	2.1442	-0.001049	2.1453	ENSG00000250571	GLI4	NA
79943	8	144271651	144482122	83	14	457824	1.9362	-0.001049	1.9372	ENSG00000185730	ZNF696	ENSMUSG00000062944
116447	8	144291494	144542147	90	16	457824	2.0603	-0.001049	2.0613	ENSG00000184428	TOP1MT	ENSMUSG00000000934
114822	8	144351025	144566390	75	17	457824	1.8529	-0.001049	1.8539	ENSG00000158106	RHPN1	ENSMUSG00000022580
389692	8	144410230	144612602	65	18	457824	1.4964	-0.001049	1.4975	ENSG00000182759	MAFA	ENSMUSG00000047591
23144	8	144419825	144724449	113	28	457824	0.39629	-0.001049	0.39734	ENSG00000282684	NA	NA
79792	8	144535383	144745232	85	19	457824	-0.45653	-0.001049	-0.45548	ENSG00000278718	NA	NA
642475	8	144548362	144754928	83	19	457824	-0.42826	-0.001049	-0.42721	ENSG00000277781	NA	NA
93100	8	144556955	144760881	81	18	457824	-0.54586	-0.001049	-0.54482	ENSG00000278488	NA	NA
1936	8	144561867	144779845	91	20	457824	-0.81692	-0.001049	-0.81587	ENSG00000273594	NA	NA
84948	8	144580074	144782485	84	19	457824	-1.0799	-0.001049	-1.0789	ENSG00000278016	NA	NA
65263	8	144586083	144791784	87	20	457824	-0.94974	-0.001049	-0.94869	ENSG00000276657	NA	NA
7264	8	144594788	144800358	85	20	457824	-1.0226	-0.001049	-1.0216	ENSG00000278243	NA	NA
9831	8	144618183	144835900	83	20	457824	-0.99656	-0.001049	-0.99551	ENSG00000276340	NA	NA
286075	8	144666622	144877672	67	16	457824	0.081148	-0.001049	0.082197	ENSG00000274352	NA	NA
100130274	8	144688864	144890279	62	15	457824	0.83688	-0.001049	0.83793	ENSG00000278749	NA	NA
225689	8	144698507	144904633	56	13	457824	1.1948	-0.001049	1.1959	ENSG00000274205	NA	NA
286077	8	144706103	144922710	63	14	457824	1.9151	-0.001049	1.9161	ENSG00000273889	NA	NA
23513	8	144773090	144997890	75	18	457824	2.3281	-0.001049	2.3291	ENSG00000274287	NA	NA
22827	8	144798514	145011556	66	15	457824	2.3463	-0.001049	2.3474	ENSG00000179950	PUF60	ENSMUSG00000002524
340371	8	144815755	145024200	67	15	457824	2.1409	-0.001049	2.142	ENSG00000185189	NRBP2	ENSMUSG00000075590
83481	8	144839492	145052632	70	14	457824	1.5542	-0.001049	1.5552	ENSG00000261150	EPPK1	NA
5339	8	144889321	145150913	79	12	457824	0.97125	-0.001049	0.9723	ENSG00000178209	PLEC	ENSMUSG00000022565
84875	8	144951320	145160635	63	8	457824	-0.36583	-0.001049	-0.36478	ENSG00000178685	PARP10	ENSMUSG00000063268
2907	8	144964226	145167596	62	7	457824	-0.2944	-0.001049	-0.29335	ENSG00000178719	GRINA	ENSMUSG00000022564
375686	8	144986582	145202015	57	6	457824	0.023029	-0.001049	0.024078	ENSG00000186583	SPATC1	ENSMUSG00000049653
392275	8	145002853	145206170	50	6	457824	0.19744	-0.001049	0.19849	ENSG00000204791	SMPD5	NA
26873	8	145006167	145215584	49	6	457824	0.24692	-0.001049	0.24797	ENSG00000178814	OPLAH	ENSMUSG00000022562
54512	8	145033522	145235551	44	6	457824	0.68194	-0.001049	0.68299	ENSG00000178896	EXOSC4	ENSMUSG00000034259
8733	8	145037064	145241119	42	5	457824	0.85644	-0.001049	0.85749	ENSG00000197858	GPAA1	ENSMUSG00000022561
1537	8	145049960	145252428	40	5	457824	1.0401	-0.001049	1.0411	ENSG00000179091	CYC1	ENSMUSG00000022551
81858	8	145053536	145259140	41	5	457824	1.0942	-0.001049	1.0952	ENSG00000179526	SHARPIN	ENSMUSG00000022552
84232	8	145059305	145262515	38	5	457824	1.1325	-0.001049	1.1336	ENSG00000179632	MAF1	ENSMUSG00000022553
51236	8	145092672	145295620	34	4	457824	1.012	-0.001049	1.013	ENSG00000235173	HGH1	NA
727957	8	145102919	145416843	34	4	457824	1.012	-0.001049	1.013	ENSG00000179832	MROH1	ENSMUSG00000022558
642658	8	145221517	145423045	11	3	457824	0.29532	-0.001049	0.29637	ENSG00000260428	SCX	NA
23246	8	145386056	145615120	28	6	457824	1.0381	-0.001049	1.0392	ENSG00000261236	BOP1	NA
3297	8	145415270	145638385	37	6	457824	0.88608	-0.001049	0.88713	ENSG00000185122	HSF1	ENSMUSG00000022556
8694	8	145438246	145650582	41	7	457824	1.152	-0.001049	1.153	ENSG00000185000	DGAT1	ENSMUSG00000022555
83482	8	145454228	145659943	44	8	457824	1.2446	-0.001049	1.2456	ENSG00000261678	SCRT1	NA
340393	8	145476886	145679269	56	9	457824	1.3509	-0.001049	1.352	ENSG00000261587	TMEM249	NA
26233	8	145479088	145682183	57	9	457824	1.3372	-0.001049	1.3382	ENSG00000182325	FBXL6	ENSMUSG00000022559
79581	8	145482217	145684946	58	9	457824	1.3191	-0.001049	1.3201	ENSG00000185803	SLC52A2	NA
203054	8	145497704	145718457	64	11	457824	1.228	-0.001049	1.229	ENSG00000173137	ADCK5	ENSMUSG00000022550
29894	8	145518446	145734733	62	11	457824	1.0315	-0.001049	1.0326	ENSG00000071894	CPSF1	ENSMUSG00000034022
55630	8	145537798	145742279	66	11	457824	0.84698	-0.001049	0.84803	ENSG00000147804	SLC39A4	ENSMUSG00000063354
51160	8	145548984	145753946	67	10	457824	0.50118	-0.001049	0.50222	ENSG00000160948	VPS28	ENSMUSG00000062381
4796	8	145554163	145769871	68	11	457824	0.46163	-0.001049	0.46268	ENSG00000160949	TONSL	ENSMUSG00000059323
50626	8	145575315	145791031	67	11	457824	0.40787	-0.001049	0.40891	ENSG00000187954	CYHR1	ENSMUSG00000053929
90990	8	145591432	145799499	60	10	457824	0.30742	-0.001049	0.30847	ENSG00000167702	KIFC2	ENSMUSG00000004187
8928	8	145599115	145801718	61	10	457824	0.37274	-0.001049	0.37379	ENSG00000160973	FOXH1	ENSMUSG00000033837
84988	8	145603365	145827504	62	10	457824	0.28096	-0.001049	0.28201	ENSG00000160972	PPP1R16A	ENSMUSG00000033819
